shopid,itemid
131143,763476391
63214600,1041965940
144998,863712343
144998,1843107453
12598640,1348662616
63214600,1040796166
131143,1317325002
131143,846187269
131143,1113970459
12598640,2340935244
131143,2193959577
131143,763283148
142355779,2308607234
144998,28589978
131143,742503753
56709315,2449865352
37782434,1797866284
116607273,2319625772
12598640,532520924
131143,768059524
10159839,1213503590
142355779,2373277297
58939457,1491312213
9287452,1937064448
90814005,2073346584
131143,2243483013
144998,1856935109
21792696,1536694927
131143,2056789747
63214600,1039522910
10159839,407802356
2562289,91479367
58939457,2035683025
10159839,934795214
63214600,1063587831
144998,2110552515
131143,2056757148
12598640,2340969076
131143,1456214238
58939457,1469042563
145129505,2194792503
116607273,2335168202
12598640,715767247
12598640,2290540499
131143,763414943
79994987,1566224826
58939457,2059543572
37782434,1797850141
10159839,1152295310
131143,2034717497
131143,1415316286
58939457,2059532405
116607273,2319152231
79994987,1615217788
131143,732735285
58939457,1259641377
144998,2348449049
2562289,2490948954
2562289,1979288865
2562289,66383617
79994987,1612123002
144998,2314009786
58939457,2184209193
35245689,2082883192
12987620,111653356
116607273,2131353347
144998,1335145197
131143,1102992272
58939457,2448241538
12598640,2350210059
131143,1116391849
131143,1307490467
63214600,1048999460
116607273,2122391561
131143,2242708210
12598640,1678124154
131143,1103032856
4460298,2436859581
37782434,1908135236
45318941,2249124796
144998,452056641
58939457,1445794679
58939457,2153845021
12598640,320562173
58939457,2059470932
2562289,2000156327
144998,1843128161
35245689,2168694468
144998,2050047430
22071637,252842796
11103186,2223424263
11103186,936407670
9687079,1171575072
57044245,1126822660
12125751,2238548876
109815145,2070845636
12125751,582883254
22071637,252844388
22071637,252843772
117048075,2124576031
8022479,43849980
28955003,1216936118
27829499,1374917713
9687079,1374237846
32111127,2129594147
9687079,2485958331
11103186,1068469559
31289110,2206785705
7879363,1389042812
11103186,2318370250
54922946,1493464742
22071637,252841919
9687079,1798526531
54922946,1993511755
117048075,2095816839
109815145,2208314133
22071637,252841918
11103186,1215462284
7229178,290645734
9687079,1594896369
12377917,241047721
45680762,2068931230
22071637,252845062
22071637,281418205
6957971,1553389079
9687079,680375497
54922946,2274977613
9687079,169822442
11103186,1068443339
9687079,2485947253
117048075,2165435717
11103186,1007670657
54922946,2462257141
12125751,1688156095
109815145,2171127263
54922946,2245901955
9687079,1236738323
22071637,252846881
9687079,1961934131
12377917,1073571919
31289110,2192816260
22071637,252845413
31289110,797826770
111228242,1921408734
11103186,936267211
9687079,447584427
9687079,135022625
80631092,2424989832
21577058,2187105563
9687079,2403572572
9687079,1549872540
109815145,2185262732
22071637,281396357
39105785,2445343948
7950689,1482397407
9687079,748395193
11103186,2318427835
17894165,1605886630
22071637,252847993
9687079,581187997
21577058,323560611
22071637,252847987
22071637,252844740
22071637,252847610
22071637,281385380
9687079,1961930161
22071637,550116671
54922946,1994897852
123908730,2347938210
11103186,1498760046
57044245,2364063911
9687079,2403629524
22071637,252843776
1260922,1156004843
8022479,1014392338
117048075,2046326197
22071637,252842397
113010884,1799452020
92754461,2465208455
11103186,1921793871
9687079,1374170096
4902991,1617284052
21577058,2205978907
106727672,2270624444
17894165,1604106900
11103186,2318417604
31289110,2200302002
22071637,252842809
32111127,2129739573
39258942,599863826
8022479,68900568
7766870,2072450841
41144531,1086887959
149669223,2304088844
22071637,252843784
11103186,1838604431
9687079,1195531521
22071637,252841900
22071637,1888046027
8022479,43854208
53458863,2371771979
11103186,1068419633
54922946,2351756264
2654919,2369436449
117048075,2170971877
22071637,252846902
8022479,1092827666
109815145,2317519860
9687079,1652045201
8022479,68900297
32111127,2244221632
9687079,1603290571
22071637,252844113
9687079,1290074454
22071637,252845789
6957971,1233629430
11103186,1398518897
22071637,2495692202
12125751,1741551545
5724119,102717611
11103186,1398310486
117048075,2064020561
41766971,2492708913
123908730,2369585583
12125751,779188446
22071637,550084939
22071637,252847627
54922946,2226760793
9687079,1389923214
888230,1861952691
12377917,949806639
111228242,1921376111
1898566,118971873
92754461,2453092173
54922946,2174230720
9687079,1652034001
12125751,2148509555
92754461,2452905371
9687079,2479422278
57044245,1619973939
106727672,1676672421
11103186,110862156
4931676,60201385
54922946,1507943365
9687079,691450129
9687079,1652054793
8022479,1092704220
22071637,252842363
11103186,1921786342
22071637,1962020902
111228242,1921376113
11103186,1215468153
22071637,252844116
9687079,950525440
54922946,2197435104
22071637,281403434
57044245,1294841013
9687079,1236747934
31289110,1723279853
9687079,1336577457
80631092,2350283732
109815145,2128467182
12377917,269964121
22071637,1930595573
11103186,2182836600
111228242,1921408735
11103186,1007652493
22071637,2197523112
22071637,252844737
11103186,1068425968
22071637,975038129
9687079,1236090697
9687079,951606336
17894165,769513650
32111127,2129842892
22071637,2515907507
22071637,252845387
117048075,2170917170
79307914,1336527738
9687079,152798071
22071637,252843759
8022479,301919280
9687079,295289716
117048075,2107856238
149669223,2349246596
11103186,1398383862
9687079,1374171880
127134082,2223233744
3654742,1136216817
106727672,2043366046
92754461,2403790548
8022479,43849101
41766971,1519419271
22071637,252842782
9687079,2403645069
117048075,2021525614
92754461,2403707084
117048075,2119065619
31289110,1143296339
22071637,414320762
22071637,1604948253
22071637,437423585
92754461,2403771084
22071637,252845399
32111127,2028588328
57044245,1414670085
22071637,252844403
22071637,252846078
11103186,1037490029
9687079,447586746
117048075,2119026938
109815145,2287052869
7879363,2336926808
9687079,151110257
17894165,1489455731
22071637,2385973209
22071637,797299117
12125751,1900436930
11103186,2349766974
127134082,2130229841
11103186,1068437168
117048075,2036719236
22071637,252844108
22071637,252843377
117048075,2042763755
22071637,252844106
11103186,1215464932
11103186,2252278264
9687079,1267250456
11103186,1389896053
22071637,1710616749
9687079,447605762
31289110,1719419749
9687079,1322240543
22071637,252844764
9687079,1603340247
9687079,1575559508
9687079,1336583607
9687079,1785562541
92754461,2460175282
11103186,110886159
22071637,1915288163
6957971,1261093225
22071637,1174035967
22071637,252845769
32111127,2129807312
22071637,252844780
12125751,1391353697
31289110,757578310
6957971,1553262290
7673508,72437662
22071637,252843771
9687079,447593284
9687079,1679447680
22071637,252846886
14436804,2316590468
22071637,443843295
12125751,1885824031
6957971,1230858750
11103186,110866259
9687079,752568622
117048075,2021502049
9687079,1306564373
11103186,1453095965
9687079,2479370356
31289110,1836343588
11103186,1995637433
9687079,1961323666
11103186,1007658339
8187744,2246589956
32111127,2028185036
22071637,550107460
9687079,447612526
117048075,2055010629
7879363,2314319126
31289110,2192776052
11103186,1173913677
9687079,1679453947
22071637,252845778
54922946,1955644723
54922946,2333386124
4923947,1948098761
57044245,974374325
32111127,2028617734
52485939,1154991912
8022479,1092875893
9687079,1594903515
9687079,1916687032
32111127,2129719209
144022279,2221723472
18768217,2072082839
9687079,1389904733
22071637,252846071
45680762,2022180655
22071637,252843746
9687079,677035177
8022479,68900049
22071637,252845059
9687079,1249759830
22071637,252847997
22071637,252845786
117048075,2021476230
41144531,1445914936
22071637,252845060
31289110,2192667572
9687079,1266181086
22071637,830809058
22071637,1941350094
9687079,748391262
12125751,364975084
9687079,1743756743
111228242,1921423649
93479696,1891885443
12125751,99547463
54922946,2000968821
22071637,252843763
22071637,252843369
109815145,2101037981
117048075,2048107144
9687079,1798537661
22071637,1660640507
9687079,1236741408
57044245,974387655
22071637,474337961
12125751,88063157
117048075,2060347261
32111127,2129855135
11103186,1215492516
11103186,1995656028
54922946,1969775228
22071637,252845792
117048075,2004923288
22071637,252848011
54922946,1945377135
11103186,2353397181
54922946,2245410679
8022479,43853428
92754461,2366271546
7879363,2314339233
117048075,2260078253
118862572,2438590845
22071637,252844097
54922946,1993597397
111228242,1921376145
22071637,252845790
8022479,43854827
16822057,1772514449
57044245,1053249012
1260922,1448708046
22071637,444202403
22071637,252847347
9687079,2479442343
22071637,444209297
22071637,2355503344
32111127,2129829137
117048075,2158661407
111228242,1921376137
9687079,1840132184
22071637,252843760
11103186,1718835341
11103186,2349808413
22071637,252845071
41144531,827612153
109815145,2129615120
57044245,1602361059
6957971,1260524777
22071637,421868148
8022479,1401165328
11103186,953173778
22071637,374134240
52589896,951195043
54922946,1993678219
117048075,2021329208
6957971,1233637590
11103186,2221654504
22071637,806192471
22071637,252844133
6957971,1230914567
22071637,1378239637
12125751,1391373883
111228242,1921413734
9687079,1679468997
54922946,2138952749
117048075,2037116812
9687079,2479388755
111228242,1921376117
22071637,975055121
22071637,252847317
22071637,252841939
9687079,2317657804
57044245,1346300917
111228242,1921408747
22071637,252844746
32111127,2129801171
65528403,1403975111
8022479,1555386716
54922946,2330261747
31716430,2351550590
9687079,1798545201
22071637,374151851
22071637,1477783850
31289110,2192806613
22071637,252842794
22071637,861221647
118862572,2445063334
22071637,442685770
9687079,1336600028
117048075,2062103453
31289110,1812604438
22071637,1638060069
41766971,1519451803
22071637,252845801
22071637,695090823
22071637,400331914
12125751,1597787346
127134082,2253206554
9687079,1822508367
11103186,1606625688
9687079,1521421859
22071637,612341172
12125751,1673055015
12125751,1268064293
22071637,1917904925
22071637,252844734
41144531,827863981
83616121,2088671085
8022479,43851992
11103186,2223432916
9687079,1521429979
92754461,2458938885
22071637,916249752
12125751,495595454
106727672,2333701011
7879363,2314357887
22071637,252845418
11103186,1398318823
117048075,2158587210
9687079,1652042213
32111127,2028205371
12125751,1057640937
8288067,1605928577
24635191,2286161690
9687079,1961931187
9687079,1290084354
9687079,1494143592
7879363,2173663357
9687079,1743751661
8022479,1092852024
6957971,1260556045
149669223,2342749328
8022479,126471156
133520658,2085228371
111228242,1921408733
117048075,2021487443
117048075,2021340540
2654919,2395409521
118862572,2438369163
9687079,2377965433
9687079,2403638370
22071637,252842380
31289110,1064980359
80631092,2453517475
22071637,252841901
22071637,444524075
27829499,955413880
22071637,252845791
22071637,519907861
117048075,2097116104
22071637,252841925
9687079,1798517869
8022479,146620738
12125751,193453770
54922946,2249739755
9687079,2017990427
22071637,252844391
9687079,1840130229
117048075,2158701211
4931676,2492456023
9687079,1171597638
11103186,1472897813
83616121,1487733987
22071637,2495654349
22071637,1744969633
9687079,1236739175
149669223,2304085183
11103186,1037461949
117048075,2194230726
22071637,252844765
109815145,2285762782
9687079,1171600851
11103186,1096514573
22071637,252845382
22071637,252846885
31289110,484213726
109815145,2213351631
12125751,1669698866
12377917,598480153
12125751,778142186
11103186,1068482079
11103186,1007625142
9687079,1575577572
9687079,1840127619
127134082,2223233726
54922946,1493453761
11103186,2349796305
9687079,420422162
113010884,1875597191
117048075,2124622939
6957971,1228913157
9687079,1594900550
3654742,1705026377
57044245,1409858684
9687079,1603294147
22071637,1660635466
12377917,598491219
6957971,1550707986
117048075,2194285784
11103186,1398344033
92754461,2458750162
22071637,252844763
8022479,1092677474
80631092,1993761786
12125751,1115705198
9687079,1171559953
11103186,2349867301
57044245,1126807725
57044245,1303981837
117048075,2134797543
22071637,1901216635
97561938,2356461679
8022479,142039191
117048075,2062086978
117048075,2021305640
41144531,827286132
11103186,1621006440
11103186,779696501
22071637,252841935
11103186,1037610126
57044245,1303962973
8022479,142046246
22071637,252842778
41144531,827848374
11103186,1445054093
8022479,1152494808
9687079,951573786
31289110,2192741225
83616121,2438631495
22071637,252844099
11103186,2349773482
9687079,1575562894
9687079,158202839
9687079,2403621507
31289110,1268395150
32111127,2129839692
109815145,2070817932
9687079,2479404712
11103186,779680012
80631092,2442737880
79307914,1340705045
9687079,1679409169
12377917,1056913578
11103186,1037468459
9687079,1336479479
22071637,252842405
57044245,1466384909
22071637,252843774
80631092,2199488529
117048075,2118833344
22071637,252842391
22071637,252845398
12377917,610197414
22071637,252843365
22071637,252844373
12125751,822110269
8022479,1401191033
12125751,1321511087
9687079,1575566812
57044245,1771712661
22071637,252843740
24635191,2059991999
12125751,760042403
65528403,1392512264
54922946,2425671702
22071637,252843386
6957971,1260615185
41144531,827578460
97561938,2356494860
11103186,110871702
22071637,252845390
92754461,2465318189
12125751,1078338945
22071637,252847318
9687079,1603334347
7879363,2386031538
57044245,1372888619
31289110,2206765397
9687079,2403663174
109815145,2194926950
92754461,2458882879
11103186,1159688209
9687079,1679424492
9687079,1603345936
54922946,2380723003
9687079,2317646096
6957971,1553046938
9687079,1171578994
9687079,293168287
22071637,252843768
8022479,1092776952
22071637,1888044668
22071637,252842773
22071637,592110171
9687079,738221634
22071637,713372863
9687079,1290080297
27829499,1376381865
22071637,2495663214
12125751,88038720
22071637,252846060
4931676,60200566
11103186,2223454227
22071637,374145301
6957971,1261117577
8187744,2246518729
52589896,2386439166
80631092,2453559009
31289110,1887286537
22071637,252845067
22071637,252844781
22071637,252843761
12125751,1533369935
22071637,565427124
22071637,252847635
83616121,1735346988
22071637,1660633948
11103186,1780619309
11103186,1215470300
80631092,1976017200
11103186,110883036
9687079,1336531340
22071637,252841920
6957971,1550727230
9687079,2377924702
22071637,252842793
22071637,252841912
6957971,1557924725
22071637,252844376
52589896,874426329
11103186,1159690901
22071637,252842792
33607338,662477823
9687079,283525341
12125751,1741709363
11103186,1929715182
11103186,1398358021
11103186,965556482
9687079,1336567877
79088075,2357275083
11103186,2349818692
9687079,1424464384
92754461,2453142471
22071637,444232793
22071637,2355462428
8022479,1575500634
109815145,2128420407
22071637,252845785
22071637,252843749
11103186,110859041
11103186,110880291
6957971,1458094230
22071637,252845793
22071637,252844115
11103186,77678772
92754461,2381315500
22071637,252844378
11103186,1398285656
12125751,1773865879
22071637,252845385
9687079,1221014915
79088075,2349747412
22071637,252845066
31289110,2199310252
22071637,252847629
48635320,1784154973
11103186,936226297
22071637,252842377
22071637,252842406
22071637,444230609
11103186,2223442350
22071637,1915070420
11103186,2252119407
22071637,252843775
22071637,252845776
41144531,1404742024
54922946,2004600524
9687079,748744889
9687079,1236754007
22071637,252847645
22071637,252847335
24635191,1982162803
8022479,1520416104
11103186,277766813
8022479,1520403317
22071637,252847643
41144531,923315836
54922946,2173258793
48635320,1784144247
22071637,252842775
12377917,274534352
106727672,2190832973
11103186,499650445
12125751,1278627783
41144531,2503842205
31289110,2192795645
8022479,1384252557
11103186,110870038
58195279,1720565110
22071637,252842411
6957971,1552985935
31289110,2206774345
111228242,1921376124
22071637,1812089031
22071637,400311446
9687079,690352904
111228242,1921376122
8022479,1384199013
117048075,2264423873
9687079,865456637
123908730,2407792112
6957971,1230893017
6957971,1553403858
11103186,2036951391
11103186,1037692433
9687079,1171568547
12125751,1663168146
22071637,490720666
22071637,252842374
22071637,281353321
6957971,1553019235
54922946,2245304820
12125751,2148522115
9687079,1709640051
6957971,1550676198
11103186,1398459778
9687079,295838072
4902991,1615820975
12125751,199616132
54922946,2245672953
12377917,633308263
22071637,252844748
9687079,677047389
12377917,871299751
6957971,1230946149
9687079,2403702162
22071637,560561938
22071637,414336945
149669223,2304091239
22071637,1812092957
123908730,2339691525
57044245,1620002357
9687079,2317472109
21577058,2441554460
8022479,301926805
9687079,2377972358
11103186,1037455100
22071637,252847319
83616121,1798333802
8022479,301921871
111228242,1921423656
9687079,729758769
9687079,2403496753
9687079,952171575
92754461,2453122085
11103186,1215480796
22071637,252844101
9687079,738203732
6957971,1261100920
9687079,1798546545
9687079,1674544038
22071637,857266568
9687079,2510777360
117048075,2260164866
22071637,560559203
9687079,1374175562
8022479,43852991
22071637,252844366
11103186,2318348340
80631092,2478895101
9687079,1424461509
31289110,2206830068
41144531,827587192
117048075,2135258743
22071637,252844735
54922946,2304887184
11103186,110906507
11103186,2318449852
9687079,1798536172
2513406,46849750
22071637,252845777
9687079,1306558462
22071637,252844382
22071637,2356473947
9687079,2479435517
12125751,1039419182
54922946,2245754392
22071637,252844360
22071637,740034401
7879363,2354724998
149669223,2321035766
79088075,2367136805
53458863,2371796519
22071637,2078580506
11103186,1398355938
11103186,1612701438
12377917,274589064
12125751,449415318
80631092,2408428031
109815145,2178920123
21577058,608679989
22071637,400340458
118862572,2435360087
9687079,1333057048
109815145,2070736097
9687079,1916710424
54922946,1507902997
11103186,1007684210
13539745,1462413592
106727672,2192384632
9687079,2403518685
11103186,1007613350
22071637,1660638493
9687079,397302946
117048075,2370053792
21577058,2187093607
117048075,2097147884
109815145,2209180934
9687079,1333036280
22071637,252841922
57044245,1196098563
11103186,2349813489
117048075,2259862795
12125751,1391337837
12125751,2042156070
9687079,1220172389
57044245,1467510037
117048075,2171032741
11103186,110868769
117048075,2379039841
22071637,455533188
9687079,1133069799
22071637,252844117
9687079,1236739640
11103186,1037452405
22071637,634240407
9687079,1172116319
22071637,1888047087
6957971,1228895752
22071637,252848016
4127195,12292564
9687079,1221740138
48635320,2149671743
22071637,2495717075
22071637,252847622
11103186,110904703
117048075,2085029102
11103186,2096569527
12125751,1873681667
11103186,110907666
11103186,2353403343
22071637,252844390
106727672,2221380534
9687079,1389917450
11103186,1215602431
27829499,1774421717
117048075,2046620917
118862572,2438611175
6957971,1233560014
83616121,2015112267
22071637,2138333468
22071637,252844389
22071637,252845800
22071637,252844104
57044245,1303121765
22071637,252846079
22071637,1378244238
9687079,1442086218
11103186,1007663659
9687079,1798531592
11103186,936305072
9687079,1679415937
117048075,2260238855
9687079,1270711515
92754461,2460069085
22071637,252845080
31289110,2206808686
31289110,1526125720
113010884,1875518977
9687079,1374169162
9687079,1594893541
117048075,2021589289
8022479,301914379
12125751,663552670
22071637,504765250
9687079,94509876
8022479,142035916
9687079,1374167980
9687079,1575556118
8022479,43847250
22071637,252842791
106727672,2284465291
22071637,252845396
8022479,1014403569
22071637,560550077
22071637,252844768
31289110,1982142992
11103186,936218946
80631092,2442778785
9687079,1798516018
12377917,241102156
9687079,1171586388
92754461,2366000288
22071637,252844380
109815145,2352750818
41144531,827584787
12125751,284689329
117048075,2021601244
22071637,689089718
9687079,934861195
22071637,252845432
11103186,2223473121
41144531,2205872370
54922946,2384715839
54922946,2201232628
1260922,1448697415
22071637,281354303
22071637,2495632602
22071637,252845084
12125751,1687911873
117048075,2044475948
54922946,2423933388
80631092,2450790539
22071637,252844404
66303926,2513752436
22071637,374147620
65528403,1101238524
11103186,1159685525
9687079,289559121
9687079,1798540815
118862572,2445197522
22071637,1950222631
8022479,779523382
117048075,2004898147
6957971,1553332694
6957971,1230907203
31289110,2194870953
27829499,1374894661
12125751,1914965848
32111127,2129833100
9687079,1798525141
9687079,295293356
22071637,252847338
80631092,2442683566
80631092,2273096269
9687079,2053972183
17894165,1632027182
117048075,2046169184
6957971,1458054721
21577058,338596157
9687079,1346399599
11103186,77693716
12125751,2172773536
83616121,2112163926
9687079,1270717104
11103186,936298242
9687079,202632426
6957971,1228792002
9687079,95977034
22071637,252846888
22071637,252842808
41144531,1355915244
8022479,1520407894
11103186,1037466198
6957971,1228981176
9687079,447600037
9687079,1798522646
31175872,2047633619
97561938,2204553720
6957971,1228511355
22071637,252845767
22071637,301701299
70616602,1892233939
22071637,252842813
9687079,951565536
11103186,1215478670
9687079,1139466478
22071637,437411651
31289110,1034436576
12377917,550761467
12377917,90632262
31289110,1843141784
9687079,1298006089
24635191,2237190644
9687079,1236753407
11103186,507301928
111228242,1921423648
6957971,1553371272
11103186,2349761924
9687079,573613352
11103186,936416673
12125751,195043469
22071637,252842399
9687079,94706960
12125751,1914962125
54922946,2274771389
9687079,748675999
92754461,2452961481
9687079,1817239444
22071637,444228716
22071637,252844107
9687079,2403672470
54922946,2222800840
127134082,2253206574
92754461,2452990365
12125751,193455497
31289110,2206754855
12125751,940529785
22071637,252847952
80631092,1993736027
54922946,2274868137
31289110,2206740183
22071637,822942539
22071637,1952594421
22071637,252843748
9687079,735784819
65528403,1404050578
22071637,252842810
9687079,1270793282
11103186,1472910888
31289110,1874279599
22071637,252844114
22071637,476478943
9687079,1603255411
9687079,1374166615
19047769,2468663352
12125751,583919632
8022479,142031967
9687079,2403506320
9687079,283528039
11103186,1007621304
11103186,1780645685
111228242,1921339277
54922946,2173439286
13539745,1462452076
9687079,158197521
57044245,2301188977
22071637,475193745
22071637,252841924
54922946,2173177704
12125751,2270105686
9687079,1236737679
9687079,1652040265
22071637,252845395
22071637,252845380
31289110,1061488396
22071637,252842376
11103186,77121415
9687079,1389900139
22071637,252847638
111228242,1921339280
22071637,252841907
22071637,252844359
22071637,252844769
9687079,1798543570
9687079,951600552
22071637,252841916
11103186,110870808
31289110,2192691171
9687079,1236749143
97561938,2356510052
22071637,443825289
31289110,1387200066
117048075,2021401890
22071637,252842404
11103186,1215592669
9687079,951602991
22071637,252844392
9687079,2403655758
54922946,2384517903
31289110,1803369680
6957971,1260628668
11103186,1007608025
22071637,252846062
22071637,252845394
9687079,1171594958
97561938,2277973992
8022479,1575498575
9687079,1603299258
22071637,252844386
54922946,2000894223
92754461,2403549381
54922946,2275461366
92754461,2403736302
12125751,976483870
9687079,1798523778
22071637,444199696
9687079,1171603739
149669223,2310684342
22071637,2495680708
9687079,1336447388
118862572,2444531461
8022479,1384238855
97561938,2356471482
8022479,301924035
9687079,1798549401
6957971,1233342824
9687079,1754006406
54922946,2245721655
22071637,252845087
22071637,281404758
9687079,952611535
11103186,110887583
11103186,1921806931
9687079,1798512208
22071637,252842823
9687079,1798510665
41766971,1519457582
31289110,2192719670
11103186,2349800953
11103186,1022678073
9687079,1450180430
22071637,1915418162
54922946,2388924125
54922946,2417252398
9687079,1679402202
9687079,1236736981
111228242,1860762545
11103186,110908457
9687079,2403611349
9687079,1236740671
22071637,252842812
9687079,772703117
54922946,1993640200
92754461,2458809692
22071637,565430360
16822057,2152383434
22071637,2077134089
9687079,677038504
22071637,252845075
54922946,2275131212
22071637,428121838
24635191,2059986387
6957971,1553351326
97561938,2356485794
111228242,1921339308
117048075,2378844538
9687079,1270706483
117048075,2046136809
9687079,2479416079
117048075,2118974830
41144531,827582984
6957971,1229046899
12125751,2245312363
9687079,2403539066
11103186,2223417753
8022479,1401187111
9687079,429437868
9687079,748402921
54922946,1507918489
9687079,1798513539
22071637,1505912293
11103186,941008673
21577058,608673114
6957971,1553236215
31289110,1832215410
6957971,1230975237
22071637,870717528
7879363,2314326807
8022479,1401183335
9687079,283522234
22071637,374154906
11103186,936404510
11103186,1173753972
9687079,119996896
41144531,1404733177
20789587,904578719
83616121,2185084954
6957971,1260584806
9687079,1171606979
22071637,252847322
54922946,2278569460
4931676,2492466768
80631092,2311931617
22071637,252845070
12377917,274240083
12125751,1723998846
8022479,301930229
22071637,252847639
22071637,560565505
15545275,133835022
22071637,252843764
9687079,1798548260
11103186,110861497
9687079,2403582595
6957971,1233546059
11103186,2349752164
22071637,400338552
22071637,252845081
80631092,2430031825
22071637,252841932
9687079,1652050782
80631092,2343202016
9687079,1798539282
11103186,1037686435
9687079,470481035
11103186,1215747465
22071637,252847992
54922946,1994982059
22071637,252845072
6957971,1553164392
9687079,2403555967
12125751,2184516481
22071637,252842412
9687079,1338185890
9687079,1171610032
8022479,68452881
127134082,2223234304
11103186,2318442400
11103186,2085983411
9687079,1270276994
12125751,1533384042
9687079,626608684
54922946,2201093589
11103186,936389299
22071637,634238628
117048075,2297493007
22071637,252846070
149669223,2310668883
9687079,1424467859
22071637,252844778
11103186,1007617231
8022479,1575508195
65528403,1248277106
12377917,209902990
12125751,756937605
11103186,1398428668
22071637,668306423
9687079,630813930
97561938,1596151549
9687079,470474788
9687079,1336611583
9687079,711581599
6957971,1260572431
22071637,252846891
7879363,2314373125
9687079,1652035945
11103186,110864457
12125751,190117405
117048075,2508433977
32111127,2129775989
54922946,2201268962
9687079,152809260
9687079,1961143578
24635191,393853500
15842102,1527262507
12377917,1073588133
22071637,281397929
11103186,1007644114
54922946,2250086536
22071637,252843366
6957971,1553128955
54922946,2173700028
11103186,953167613
22071637,252845386
111228242,1921423698
9687079,1235267975
53458863,2371726438
22071637,252845771
22071637,490792887
9687079,1916704432
79307914,1469246444
127134082,2495575090
9687079,289553906
12125751,1148863025
92754461,2458912386
22071637,400309212
11103186,1445091303
9687079,759824210
11103186,499650459
22071637,278672743
9687079,1679441485
22071637,480467731
41144531,2396372320
22071637,281359058
12125751,1811100228
27829499,955494714
57044245,1619940596
24635191,2060072462
6957971,1881683183
31289110,1826342772
22071637,252846074
12125751,114045608
22071637,565333430
22071637,252843389
9687079,1798550593
22071637,475195079
22071637,252843385
80631092,2344735965
22071637,252845064
57044245,1849531904
31289110,2200304148
9687079,397307795
80631092,2098940121
9687079,1679395164
54922946,2283438721
9687079,1916697889
11103186,110889857
21577058,245106768
9687079,1603267516
22071637,252844105
41144531,834038247
9687079,772706573
9687079,1961317202
9687079,934867870
9687079,1752503430
92754461,2452500092
9687079,2403713607
11103186,1900053127
32111127,2028581927
11103186,936197919
9687079,1336457773
8022479,1384257795
8022479,779491304
9687079,447608638
21577058,2441480188
9687079,1236752651
12125751,1391361080
22071637,443828176
31289110,2192837205
12125751,233411398
22071637,437409699
12125751,747445751
22071637,1529342816
11103186,110864033
11103186,1398349987
12125751,1210648736
9687079,2403686011
12125751,284696762
11103186,2221695885
11103186,1007667186
11103186,1007694125
111228242,1921376120
9687079,1603315020
127134082,2500680431
9687079,2403531380
9687079,620789825
9687079,1679434641
6957971,1229025762
8187744,2246457527
149669223,2315651938
11103186,2349824354
22071637,2355426676
9687079,1575584727
9687079,951586632
9687079,1171566123
54922946,2245822214
11103186,110865002
111228242,1921376109
17479881,942571172
22071637,252844738
9687079,1798534099
22071637,565328592
80631092,2099017862
109815145,2182105814
12125751,285558027
118862572,2438510112
12125751,1669486682
11103186,658540616
11103186,1398432339
24635191,1982154181
12125751,2163743928
11103186,2230909308
12125751,405615194
11103186,110909771
12377917,274160662
22071637,805165706
9687079,236209800
22071637,252847634
9687079,1961138303
144022279,2436915985
41144531,827589093
6553463,2412306150
92754461,2458784574
22071637,1449674168
31289110,2192712234
11103186,1398359939
97561938,1596174409
11103186,1007633949
33607338,621301323
11103186,1215615942
11103186,2349789939
12125751,195016502
22071637,1930612396
12125751,285559912
79088075,2095100065
12125751,193449661
80631092,1987859775
32111127,2129619211
111228242,1921376116
54922946,2174265792
7879363,2314386308
22071637,252845069
9687079,1171571701
54922946,1507926906
9687079,1798527607
54922946,2464783592
9687079,2377986798
21577058,2441429725
117048075,2479438733
9687079,1267249286
41144531,1437629318
127134082,2223234730
8022479,2446648089
8187744,2246575986
127134082,2216379473
79307914,1336879098
9687079,1336543070
11103186,1215547954
11103186,936301923
109815145,2148494235
9687079,1336623786
27829499,1374886794
92754461,2403316048
8022479,142048660
31289110,2192682593
9687079,2403467393
127134082,2216379291
74553287,1684528121
22071637,252843373
6957971,1230876796
97561938,1904441332
11103186,110856825
9687079,1336618283
117048075,2062096531
57044245,938562531
9687079,2403485561
9687079,2403598731
12125751,763519285
79088075,2462381563
9687079,1652056510
12125751,2151780623
41144531,1895552624
22071637,252846061
22071637,490789031
79088075,2279514366
92754461,2403839145
54922946,2139003021
22071637,262687707
11103186,2182846720
109815145,2129562760
11103186,2036948739
80631092,2098999989
22071637,428120544
9687079,1171563046
8187744,2246440495
11103186,1007638655
111228242,1921408741
9687079,1494260761
22071637,550102456
9687079,1100766492
9687079,571443073
9687079,345205925
22071637,791832629
111228242,1921376155
8022479,746266177
22071637,252845773
111228242,1921423671
22071637,301708188
9687079,1290432824
113010884,1801117513
8022479,1092820530
92754461,2460196939
31289110,2194861603
9687079,2403591873
11103186,1551197661
54922946,2141835459
92754461,2465481018
22071637,252844381
22071637,414970654
22071637,252842393
22071637,252841923
113010884,1845136263
80631092,2478813899
22071637,301691274
11103186,110910594
9687079,1652048845
22071637,975048357
54922946,2134651797
65528403,1403980744
32111127,2129732184
11103186,110858327
144022279,2221679639
117048075,2046152880
22071637,1449667205
9687079,1310899563
52589896,2496531015
41766971,1519444932
22071637,612350118
22071637,252847605
22071637,560554225
6957971,1233604282
9687079,1066482366
8022479,1384229673
54922946,2074994484
22071637,252844118
2513406,82989243
9687079,1194500675
6957971,1229073873
31289110,2218035448
12377917,630699761
